crop,seed_type,soil,state,district,town_city,season,total_duration_estimate,sw_stage_dur,sw_tmin,sw_tmax,sw_rh,sw_rain,sw_wind,sw_solar_rad,sd_e_stage_dur,sd_e_tmin,sd_e_tmax,sd_e_rh,sd_e_rain,sd_e_wind,sd_e_solar_rad,tilrr_stage_dur,tilrr_tmin,tilrr_tmax,tilrr_rh,tilrr_rain,tilrr_wind,tilrr_solar_rad,stel_stage_dur,stel_tmin,stel_tmax,stel_rh,stel_rain,stel_wind,stel_solar_rad,btng_stage_dur,btng_tmin,btng_tmax,btng_rh,btng_rain,btng_wind,btng_solar_rad,hdng_stage_dur,hdng_tmin,hdng_tmax,hdng_rh,hdng_rain,hdng_wind,hdng_solar_rad,flwr_stage_dur,flwr_tmin,flwr_tmax,flwr_rh,flwr_rain,flwr_wind,flwr_solar_rad,grnm_stage_dur,grnm_tmin,grnm_tmax,grnm_rh,grnm_rain,grnm_wind,grnm_solar_rad,grnd_stage_dur,grnd_tmin,grnd_tmax,grnd_rh,grnd_rain,grnd_wind,grnd_solar_rad,rpng_stage_dur,rpng_tmin,rpng_tmax,rpng_rh,rpng_rain,rpng_wind,rpng_solar_rad,hrvst_stage_dur,hrvst_tmin,hrvst_tmax,hrvst_rh,hrvst_rain,hrvst_wind,hrvst_solar_rad
Soybean,JS 20-29,Red loam,Madhya Pradesh,Dindori,Dindori,Kharif,98,3,23.1,29.4,71,5.5,2.2,607,7,20.3,32.0,64,2.8,2.3,549,16,24.7,31.7,57,6.8,5.4,605,6,23.8,32.4,74,3.8,3.3,612,6,27.8,32.7,59,8.0,7.5,547,8,26.6,30.9,62,3.1,2.1,694,9,24.6,28.9,58,6.2,6.4,496,11,25.1,31.3,66,2.1,3.1,586,12,24.8,30.5,57,3.0,2.9,605,16,20.1,28.5,63,7.3,5.5,664,4,19.0,29.8,75,3.3,5.2,506
Soybean,JS 93-05,Red loam,Madhya Pradesh,Alirajpur,Berasia,Kharif,114,6,21.0,29.1,70,6.4,2.8,617,11,20.5,31.1,72,6.7,3.2,518,19,25.7,32.4,72,4.8,5.0,620,14,24.4,33.3,58,5.6,7.8,668,5,26.0,30.5,68,2.8,4.2,620,5,25.0,31.9,69,4.5,5.8,687,9,27.5,32.8,59,5.7,6.1,570,13,25.6,31.0,63,6.1,6.6,670,13,23.6,28.7,71,7.8,4.4,505,13,22.1,29.9,58,3.4,5.7,455,6,18.7,29.0,57,4.3,4.1,458
Soybean,NRC 37,Medium Black (Vertisol),Madhya Pradesh,Mandla,Panna,Kharif,104,3,21.4,32.1,59,3.9,2.0,665,11,23.7,33.3,63,6.3,3.9,659,15,23.0,32.2,56,4.7,3.0,498,13,23.7,31.9,74,4.1,2.9,573,5,26.0,32.6,64,5.8,3.1,616,4,26.7,32.5,61,4.5,5.3,569,9,26.6,32.0,75,5.8,7.4,588,12,24.4,30.5,56,6.7,2.6,682,12,25.5,30.9,68,5.9,4.5,454,10,22.0,27.4,71,4.8,2.1,625,10,21.4,31.8,72,4.8,2.6,569
Rice,MTU-1010,Deep Black (Vertisol),Madhya Pradesh,Katni,Dhar,Kharif,123,7,23.8,33.9,75,5.3,5.2,459,11,25.1,35.9,80,6.6,8.7,620,19,25.4,33.6,71,6.1,5.6,553,20,24.2,30.7,77,5.3,8.9,490,10,24.9,33.6,67,9.0,6.9,546,2,24.3,31.1,79,8.5,5.9,567,6,27.2,33.7,75,9.6,2.8,685,13,26.9,32.4,65,5.0,10.8,486,18,25.2,28.1,63,7.8,10.1,641,10,24.6,30.8,62,6.9,5.3,610,7,19.2,29.9,76,5.6,5.8,563
Rice,JRH 8,Red loam,Madhya Pradesh,Balaghat,Bhopal,Kharif,135,9,22.1,33.2,77,5.7,2.1,641,7,24.5,32.0,66,5.3,5.0,684,28,23.2,32.2,69,8.9,2.0,492,18,25.6,31.0,85,7.3,10.0,507,11,23.9,30.3,60,7.3,10.7,625,7,27.4,31.2,68,4.6,9.1,675,7,24.4,31.7,81,6.0,3.8,451,15,24.3,33.7,80,7.7,7.5,549,16,23.9,31.1,75,6.9,10.7,698,11,21.8,28.9,68,6.6,7.3,666,6,18.6,27.2,61,6.7,3.2,656
Soybean,JS 335,Sandy loam,Madhya Pradesh,Khargone,Katni,Kharif,85,2,21.3,32.4,65,5.4,6.7,477,8,22.4,29.5,64,7.7,6.5,495,12,25.4,30.0,56,7.7,5.5,631,8,22.6,30.5,67,3.1,5.9,676,6,27.0,30.8,64,4.9,2.5,669,3,24.9,33.3,71,2.5,4.0,454,8,26.3,30.0,69,7.2,2.6,586,11,25.7,29.2,71,7.2,6.0,624,10,23.3,28.8,56,5.8,7.7,590,12,20.3,26.2,64,7.6,3.6,482,5,21.7,31.5,55,7.3,3.7,600
Mustard,Pusa Mahak (JD-6),Shallow Black (Vertisol),Madhya Pradesh,Sidhi,Agar Malwa,Rabi,111,2,15.0,24.5,59,0.2,6.5,607,10,13.4,21.9,52,2.4,5.4,650,17,11.4,18.3,48,1.7,5.5,461,14,10.2,21.2,60,1.7,5.4,482,13,12.1,19.3,41,2.3,5.7,514,5,13.4,23.8,51,1.6,2.2,628,11,12.4,23.6,55,2.6,5.0,624,13,14.4,25.0,46,1.3,3.4,476,11,11.0,23.3,57,0.6,2.7,452,10,10.4,18.5,42,1.5,6.8,520,5,11.9,23.7,59,2.3,4.1,414
Maize,HQPM-1,Clay loam,Madhya Pradesh,Datia,Punasa,Kharif,119,5,23.3,30.4,54,2.6,3.7,634,9,20.1,28.9,52,3.5,7.3,619,17,20.6,30.1,66,2.0,7.0,551,18,19.4,32.5,69,3.3,6.4,562,8,23.5,32.4,53,3.0,2.7,564,9,19.0,30.4,52,5.9,4.5,631,9,23.2,29.9,61,3.1,6.6,638,10,18.2,33.4,51,3.1,6.7,700,16,19.5,30.5,68,5.4,4.8,561,10,19.8,34.0,51,2.6,7.8,661,8,19.6,32.0,65,4.8,6.9,653
Pearl millet,MPH 1735,Alluvial loam,Madhya Pradesh,Katni,Narmadapuram,Kharif,89,2,22.1,35.6,59,2.5,7.2,618,7,23.5,31.2,54,1.8,7.2,604,10,26.5,30.7,46,4.6,4.6,719,15,23.1,31.1,46,3.0,7.3,628,10,25.7,37.0,57,2.1,4.4,606,4,26.0,34.8,43,3.6,7.4,680,9,22.4,37.9,46,4.8,8.6,667,12,23.8,32.3,56,2.8,7.0,555,8,25.3,32.6,42,2.9,3.6,660,10,24.2,32.4,54,2.7,5.1,513,2,25.2,37.7,45,2.4,7.2,535
Soybean,NRC 127,Sandy loam,Madhya Pradesh,Khargone,Tarana,Kharif,106,7,22.9,30.9,66,2.8,2.8,644,11,20.0,31.3,61,3.7,5.1,685,14,22.4,28.9,61,5.0,5.1,587,12,25.8,30.5,58,2.7,6.5,698,8,25.3,30.6,68,5.5,6.7,496,8,26.2,33.4,55,7.0,7.1,490,6,27.5,31.0,63,7.1,4.7,700,13,24.8,29.7,59,3.7,2.9,660,11,23.5,27.2,72,3.3,6.6,585,11,22.3,31.7,70,6.3,7.0,494,5,21.6,31.1,72,2.3,7.9,617
Sorghum,CSH 16,Alluvial loam,Madhya Pradesh,Panna,Ratlam,Kharif,100,3,20.6,34.0,54,3.7,3.2,607,5,22.5,35.8,47,3.8,4.1,559,17,23.1,31.2,57,2.7,5.9,554,15,24.2,28.5,58,3.4,5.3,702,11,25.0,34.2,55,3.5,5.7,543,6,23.6,31.8,46,2.3,4.1,636,7,22.3,31.6,48,3.9,8.5,581,12,23.4,30.4,43,4.9,7.9,544,11,23.8,32.3,49,2.4,3.6,631,8,22.2,35.6,41,3.0,4.6,717,5,24.2,33.8,51,5.5,6.4,691
Groundnut,ICGV 91114,Clay loam,Madhya Pradesh,Vidisha,Mandla,Kharif,116,4,25.7,29.4,55,2.9,4.5,654,9,22.9,31.9,68,3.6,2.2,680,13,23.6,30.9,53,3.1,4.7,505,12,25.5,29.0,61,4.7,2.2,607,9,24.8,31.8,53,4.4,7.6,648,7,23.5,31.4,67,3.7,2.4,673,10,23.5,29.1,70,5.0,6.0,589,17,24.8,28.4,54,2.5,4.7,571,14,25.3,31.5,59,4.6,6.1,689,13,23.8,28.1,63,3.5,4.5,505,8,23.0,31.7,61,4.9,6.5,566
Mustard,Pusa Bold,Alluvial loam,Madhya Pradesh,Agar Malwa,Agar Malwa,Rabi,108,5,11.9,20.3,52,2.3,7.1,576,8,12.9,23.1,48,0.8,4.5,526,13,15.8,25.3,56,0.5,2.8,425,14,13.0,18.4,48,0.4,7.3,420,11,14.7,24.1,56,2.3,2.2,486,4,14.9,19.3,50,1.6,5.4,572,10,13.8,18.9,58,2.6,5.7,409,15,14.4,23.7,44,2.9,5.1,596,10,14.6,20.7,43,0.8,6.0,515,10,13.8,25.9,47,2.2,7.9,609,8,12.1,20.2,42,1.2,4.0,629
Wheat,C-306,Deep Black (Vertisol),Madhya Pradesh,Burhanpur,Betul,Rabi,121,6,12.1,21.6,45,2.8,5.8,514,8,14.0,22.0,58,2.9,4.7,512,27,14.7,22.0,52,1.0,3.3,530,25,14.3,20.5,46,0.3,7.8,444,6,9.6,20.5,53,2.4,5.5,597,4,12.8,19.6,54,1.5,7.4,643,4,21.0,25.9,45,1.0,3.8,473,13,18.7,27.1,48,3.0,7.2,421,11,18.3,23.6,49,1.2,3.4,561,10,17.1,20.1,46,1.8,6.6,406,7,10.3,24.5,45,0.3,5.0,607
Maize,PMH 1,Red loam,Madhya Pradesh,Mandsaur,Vidisha,Kharif,124,5,23.5,27.2,58,3.9,4.3,653,11,21.3,32.1,52,4.7,3.8,541,16,22.8,26.2,66,4.3,7.3,698,18,22.4,32.2,64,5.2,6.3,556,15,22.4,26.6,58,2.2,8.5,654,7,19.7,33.2,56,3.7,6.1,585,9,19.0,29.2,64,5.5,8.0,508,14,20.6,30.6,70,2.7,3.3,554,13,20.8,34.3,59,3.0,3.1,625,8,20.1,32.8,57,4.5,7.7,594,8,23.8,33.5,58,2.2,8.2,645
Wheat,HI 1544,Alluvial loam,Madhya Pradesh,Chhindwara,Chhindwara,Rabi,120,6,16.0,21.8,58,0.6,7.7,616,7,13.4,21.6,47,1.3,2.7,506,24,12.9,19.5,47,1.5,2.4,570,22,14.7,20.5,62,2.9,2.7,448,5,12.6,18.2,48,0.9,6.9,417,8,13.5,19.3,57,3.0,4.3,423,6,21.9,25.9,56,2.0,5.3,424,14,19.1,26.4,60,2.7,5.1,413,11,16.1,26.8,61,1.9,2.9,522,13,16.9,21.0,58,0.2,4.6,477,4,10.0,25.6,58,1.7,4.2,517
Maize,HQPM-7,Red loam,Madhya Pradesh,Barwani,Narmadapuram,Kharif,114,4,21.7,28.0,52,5.9,2.3,551,7,21.0,32.1,63,4.8,6.8,669,17,19.5,29.7,62,3.2,7.0,645,20,21.3,27.8,64,2.8,4.9,600,7,22.0,27.4,50,4.8,6.2,527,6,18.7,27.1,58,5.6,5.7,625,10,21.0,29.7,61,2.2,6.0,629,14,22.9,27.5,70,4.7,5.6,506,14,19.8,28.0,64,4.4,2.1,630,9,21.0,29.2,53,3.8,6.8,613,6,18.8,29.8,55,4.6,4.3,626
Wheat,MP 1203,Deep Black (Vertisol),Madhya Pradesh,Guna,Neemuch,Rabi,120,10,16.9,22.1,56,1.2,4.4,427,12,15.0,21.6,57,1.4,7.1,546,27,10.6,19.9,60,0.7,6.0,535,15,12.0,18.5,54,2.5,7.3,472,7,13.6,21.0,55,1.6,7.7,562,7,13.8,20.9,49,2.3,4.7,550,5,20.8,26.5,64,2.3,5.3,523,12,21.1,26.2,51,0.2,6.3,558,11,18.4,22.8,59,1.7,6.6,515,9,14.6,21.8,51,0.2,6.0,420,5,14.7,20.6,57,1.1,5.2,593
Rice,IR-64,Deep Black (Vertisol),Madhya Pradesh,Anuppur,Datia,Kharif,135,10,24.8,33.8,60,6.4,5.2,679,9,22.8,34.3,80,7.3,3.1,454,22,23.8,34.2,69,7.7,8.8,551,18,24.6,32.9,67,8.6,9.9,457,9,25.3,31.3,72,8.2,2.1,613,4,24.3,30.9,71,5.3,4.5,517,12,26.6,32.7,68,6.2,6.7,635,17,26.5,33.2,74,9.6,3.9,544,15,24.8,29.2,82,4.1,5.7,576,11,20.5,31.4,84,8.4,11.9,592,8,20.2,29.1,80,7.7,6.2,556
Lentil,IPL 316,Clay loam,Madhya Pradesh,Satna,Maihar,Rabi,102,9,13.3,21.0,60,2.0,3.0,629,8,14.6,24.4,49,2.0,6.7,598,13,14.9,23.6,54,2.1,3.4,572,11,13.5,21.6,60,1.8,6.4,460,9,14.4,21.4,55,1.0,2.1,649,3,12.8,21.3,47,1.7,3.3,455,10,12.4,21.4,57,1.2,3.0,504,14,10.9,18.9,45,0.4,6.4,547,10,8.5,25.9,53,1.3,6.9,487,9,12.3,20.4,54,1.7,4.3,553,6,12.1,25.7,53,0.3,6.3,551
Soybean,JS 93-05,Red loam,Madhya Pradesh,Guna,Bhopal,Kharif,108,5,22.9,30.7,70,6.9,3.0,494,12,21.9,30.6,67,2.3,6.3,563,17,22.5,30.9,71,3.6,4.6,590,10,25.6,31.1,72,6.1,6.6,628,5,27.8,30.7,74,3.1,2.8,654,6,25.3,31.0,59,5.8,7.2,681,7,25.1,31.1,62,7.3,7.9,485,13,23.9,30.0,60,5.4,4.1,460,13,22.9,28.8,65,3.9,5.5,561,14,21.1,28.9,71,4.9,3.5,493,6,18.7,27.1,63,7.1,4.4,578
Wheat,JW 3288,Clay loam,Madhya Pradesh,Hoshangabad,Itarsi,Rabi,120,10,15.9,21.4,59,1.2,6.0,595,9,10.3,21.6,64,2.5,5.6,601,24,12.8,23.3,56,2.5,2.9,510,20,15.0,21.0,60,0.9,2.6,498,6,8.2,17.5,47,0.4,4.5,405,4,15.9,20.4,53,1.9,3.4,422,5,20.4,24.7,65,1.6,6.7,643,12,21.6,25.2,61,0.7,5.8,558,13,16.1,26.9,60,2.6,6.4,402,11,15.1,23.6,64,0.3,6.5,464,6,10.6,25.1,46,1.4,3.3,422
Chickpea,JG 11,Red loam,Madhya Pradesh,Damoh,Shajapur,Rabi,110,8,17.2,21.2,55,1.9,6.3,446,5,10.5,27.3,51,0.8,6.3,534,17,16.8,20.8,51,0.7,5.2,430,18,16.2,26.5,44,0.7,5.0,518,8,12.7,22.6,54,1.0,4.3,464,6,14.7,27.1,43,1.5,6.7,603,12,12.3,24.1,43,1.2,6.1,532,10,12.0,21.2,50,0.4,5.6,505,9,16.4,27.7,55,1.2,6.5,495,11,17.8,21.5,44,0.1,6.7,561,6,13.6,27.6,54,0.8,5.1,556
Soybean,JS 20-29,Medium Black (Vertisol),Madhya Pradesh,Katni,Panna,Kharif,109,1,24.0,28.0,68,5.8,7.9,690,13,23.7,28.5,63,2.3,4.8,518,15,25.8,33.8,65,2.7,4.9,579,13,22.2,31.0,61,2.2,5.4,478,6,24.8,30.2,56,6.7,3.8,593,8,27.5,30.3,61,2.5,6.8,687,7,25.6,30.3,74,3.7,5.6,689,11,22.6,26.1,72,6.4,4.1,621,16,24.1,28.8,69,4.6,4.4,494,12,22.9,26.1,69,3.2,5.5,586,7,21.5,30.8,63,5.8,2.2,584
Groundnut,AK 159,Sandy loam,Madhya Pradesh,Narsinghpur,Itarsi,Kharif,99,1,23.7,29.6,58,2.2,5.0,625,7,24.6,30.9,56,5.5,4.9,621,13,22.4,30.4,57,3.8,3.8,530,14,25.8,28.4,52,5.4,4.3,583,7,24.8,28.5,55,2.2,7.3,482,5,24.8,31.7,66,5.5,3.0,598,11,25.9,30.8,64,2.1,7.4,520,14,25.7,29.7,57,2.0,2.0,500,11,25.9,31.6,68,4.6,2.9,551,11,22.2,30.6,54,5.1,3.1,562,5,25.3,31.0,51,4.9,4.0,568
Soybean,JS 335,Clay loam,Madhya Pradesh,Katni,Shajapur,Kharif,100,5,23.7,28.6,71,6.4,4.5,640,11,23.5,29.4,68,7.8,7.3,562,14,22.2,31.0,75,6.5,5.5,674,9,24.0,29.5,71,5.8,3.5,476,8,27.4,29.5,70,4.7,2.0,617,2,26.0,31.3,64,7.0,5.5,598,6,27.7,32.1,75,6.3,4.6,518,10,24.2,28.9,58,3.8,3.9,681,14,24.6,31.7,57,6.3,5.7,550,15,23.8,29.6,71,4.9,7.4,692,6,18.1,28.3,73,2.4,6.4,603
Soybean,JS 20-29,Medium Black (Vertisol),Madhya Pradesh,Ujjain,Ujjain,Kharif,110,5,20.4,29.6,64,2.2,4.7,644,9,20.7,30.5,67,7.3,6.3,473,18,23.2,31.4,73,5.4,5.6,639,14,23.6,28.1,60,3.8,3.0,455,10,25.3,32.8,69,7.4,5.1,557,3,26.1,32.9,59,5.8,6.2,540,6,27.0,33.7,57,2.8,3.2,636,10,25.7,28.1,68,2.4,4.9,625,13,25.8,28.5,62,5.0,7.4,502,14,21.3,27.1,61,5.9,4.5,528,8,22.8,26.2,60,3.6,4.8,509
Rice,Swarna,Medium Black (Vertisol),Madhya Pradesh,Anuppur,Harda,Kharif,121,6,25.8,35.2,82,4.5,9.8,506,7,25.2,34.0,74,4.3,5.1,624,17,24.3,34.5,63,4.3,10.4,486,19,22.1,31.3,69,5.5,4.9,623,8,24.8,31.2,65,4.0,3.6,612,7,26.0,33.8,61,7.2,8.6,508,7,26.8,31.5,65,10.0,2.2,472,12,27.5,32.2,60,7.4,9.9,693,17,23.6,30.9,70,4.2,3.4,468,12,21.3,30.4,70,8.9,4.0,465,9,18.3,27.5,82,9.0,10.1,598
Soybean,JS 20-29,Shallow Black (Vertisol),Madhya Pradesh,Sehore,Sehore,Kharif,92,1,21.6,31.9,61,7.3,6.6,592,10,22.0,32.3,57,2.8,2.6,567,12,24.9,31.8,56,5.6,3.0,465,9,24.8,29.1,63,7.2,7.0,461,6,27.7,31.0,67,3.0,8.0,517,7,25.8,28.9,62,4.3,3.4,655,8,25.4,30.2,60,3.0,6.3,497,12,24.0,26.7,59,7.1,6.5,599,8,25.2,30.1,66,4.4,3.5,670,10,21.6,26.2,56,6.2,4.8,525,9,22.9,30.5,66,6.2,3.0,669
Mustard,RH 406,Medium Black (Vertisol),Madhya Pradesh,Jhabua,Dabra,Rabi,109,7,12.8,18.0,45,1.1,6.2,403,3,13.4,25.4,49,1.0,7.3,592,13,10.2,24.6,59,1.4,3.8,468,17,15.6,20.2,48,0.0,5.2,533,10,10.2,22.7,43,2.3,7.1,416,5,11.6,22.6,53,2.9,4.2,428,12,13.5,21.4,45,2.9,2.7,634,14,10.5,25.3,56,0.5,4.1,424,13,14.6,19.6,48,0.3,5.0,583,8,13.7,25.8,57,0.7,5.2,539,7,11.2,23.0,52,2.3,3.9,619
Soybean,JS 95-60,Silty clay loam,Madhya Pradesh,Satna,Satna,Kharif,107,5,23.0,30.4,56,3.0,2.8,639,12,21.7,33.1,64,3.3,5.7,654,16,23.7,32.3,69,3.6,3.9,507,11,25.9,30.4,56,4.4,3.7,641,2,25.0,30.3,65,4.7,3.6,685,3,27.0,32.8,69,7.3,3.9,687,8,25.0,30.8,55,7.0,4.5,491,16,25.2,27.3,66,4.4,4.0,464,17,22.2,30.3,57,4.4,4.6,598,11,22.7,30.2,73,3.8,4.2,651,6,22.4,26.8,71,2.9,6.9,586
Groundnut,TMV 2,Medium Black (Vertisol),Madhya Pradesh,Umaria,Mandla,Kharif,96,7,24.1,31.8,60,3.8,3.5,655,5,23.4,28.9,64,4.4,4.6,665,11,22.4,29.7,68,4.2,7.5,588,11,22.2,30.2,54,2.4,7.7,545,9,25.8,31.6,63,4.4,7.0,617,6,24.5,28.8,59,2.4,5.6,674,5,25.1,31.3,55,3.3,7.9,566,10,23.5,30.1,63,5.8,6.7,662,16,25.8,30.3,68,5.1,6.5,508,12,25.4,30.0,60,2.3,6.4,523,4,23.7,28.9,60,2.2,2.1,675
Mustard,Pusa Mahak (JD-6),Deep Black (Vertisol),Madhya Pradesh,Chhindwara,Sausar,Rabi,107,8,14.2,25.7,44,2.3,5.7,436,8,13.9,21.8,44,2.7,7.3,605,13,14.8,23.2,54,1.5,7.5,597,14,12.8,19.7,47,0.7,6.6,423,12,15.1,22.5,46,0.1,2.3,623,5,13.8,21.9,43,2.7,3.1,416,11,10.3,19.6,44,2.0,6.8,545,13,10.2,24.6,42,1.8,3.5,422,12,10.7,19.8,49,1.4,2.1,422,8,11.6,24.5,58,1.4,5.8,542,3,13.1,21.4,53,1.7,2.6,629
Soybean,JS 335,Alluvial loam,Madhya Pradesh,Damoh,Singrauli,Kharif,107,8,21.3,33.5,72,7.4,3.3,683,9,23.4,29.6,74,2.6,5.6,529,14,25.7,31.6,56,7.4,5.3,542,12,25.7,32.7,70,6.8,4.2,684,8,27.6,32.0,67,3.9,2.9,537,4,24.5,29.7,61,6.1,2.5,606,5,26.4,28.9,72,6.1,7.2,674,12,25.5,31.1,74,4.7,4.4,460,13,25.6,29.9,56,5.7,2.3,613,14,22.7,29.8,69,2.4,7.1,558,8,23.2,29.6,55,3.5,2.1,612
Groundnut,TMV 2,Clay loam,Madhya Pradesh,Singrauli,Sausar,Kharif,103,8,22.2,29.1,62,2.2,2.5,594,3,22.1,29.9,70,5.2,5.5,487,10,24.3,31.1,66,3.8,5.5,506,13,22.5,31.9,67,3.1,2.6,622,7,25.3,30.1,59,4.5,3.3,554,6,23.6,28.7,63,2.9,7.4,649,10,25.1,28.3,67,2.3,5.3,513,16,22.2,31.1,54,5.6,6.1,573,11,22.0,31.5,56,4.8,4.0,593,11,24.7,30.8,67,4.3,3.4,525,8,24.4,29.6,63,2.7,5.4,614
Rice,HMT,Clay loam,Madhya Pradesh,Ashoknagar,Damoh,Kharif,132,9,25.1,34.0,79,5.9,6.7,556,11,22.3,32.6,67,5.7,3.9,628,21,22.7,31.4,76,8.4,8.8,491,18,23.6,34.8,67,9.2,9.8,690,8,24.1,31.6,72,7.3,6.7,632,8,25.4,32.2,83,5.5,10.4,665,5,25.2,33.7,83,7.6,9.0,606,17,26.8,33.6,77,6.7,4.6,639,17,24.5,28.2,70,5.3,3.5,540,10,20.7,28.5,78,8.1,11.3,684,8,18.8,27.0,60,8.5,7.4,494
Rice,IR-64,Silty clay loam,Madhya Pradesh,Ratlam,Damoh,Kharif,122,6,25.7,35.8,85,5.1,3.9,565,8,25.9,33.6,64,9.6,4.1,622,17,26.0,32.3,82,7.4,10.3,579,20,22.5,33.0,69,4.1,10.0,655,12,22.3,30.1,75,5.9,7.6,509,6,27.4,31.0,74,8.1,5.9,668,7,24.7,33.5,78,4.1,10.9,611,16,24.2,30.8,66,9.0,8.2,492,15,23.0,28.3,79,7.7,10.3,505,10,20.6,30.8,70,5.6,4.2,570,5,18.6,30.8,68,6.3,10.0,537
Soybean,NRC 37,Clay loam,Madhya Pradesh,Morena,Chhatarpur,Kharif,99,5,20.0,30.5,68,7.3,2.9,527,10,22.9,28.6,72,2.5,5.6,599,14,25.1,28.3,56,5.4,7.2,685,12,23.3,29.1,64,2.5,2.3,539,5,27.4,32.5,56,3.7,5.3,583,4,26.7,33.4,63,7.8,5.2,474,8,25.0,28.9,57,2.1,6.3,472,10,22.4,28.5,61,2.8,7.6,625,14,23.1,28.2,67,5.2,4.5,500,12,22.7,31.4,66,4.0,3.7,503,5,18.7,27.0,65,2.2,4.9,534
Wheat,GW 322,Shallow Black (Vertisol),Madhya Pradesh,Ratlam,Morena,Rabi,111,9,13.2,24.2,55,1.6,7.2,576,13,13.6,22.1,60,0.1,3.8,572,25,14.8,23.1,56,0.8,3.0,431,12,15.6,18.6,62,2.3,4.0,590,7,8.9,21.4,63,1.8,5.4,547,4,13.1,18.3,59,2.0,4.7,548,5,18.3,27.3,47,1.5,6.5,582,9,20.0,29.2,63,1.9,7.0,435,11,19.8,27.2,56,3.0,4.6,535,12,12.1,24.3,50,0.3,4.6,443,4,16.6,27.9,48,2.6,3.6,578
Lentil,IPL 316,Alluvial loam,Madhya Pradesh,Narmadapuram,Narmadapuram,Rabi,116,8,15.1,25.9,59,0.5,6.1,476,11,8.2,20.9,57,2.2,3.6,573,14,9.7,21.9,56,0.9,3.1,460,18,10.5,25.4,50,1.7,6.6,410,4,12.9,19.2,49,1.4,6.1,596,4,15.4,22.0,41,2.0,3.9,459,14,13.1,19.8,43,2.1,7.1,614,12,11.3,24.3,44,0.8,3.6,409,12,8.2,22.8,54,1.1,7.9,437,13,10.2,21.7,58,2.3,7.1,645,6,13.4,19.7,52,1.1,2.6,493
Mustard,RH 406,Shallow Black (Vertisol),Madhya Pradesh,Ujjain,Tarana,Rabi,101,4,14.4,21.8,50,2.0,3.0,589,10,10.0,25.9,55,1.5,7.8,605,12,12.2,21.4,58,2.9,6.1,507,15,12.4,21.8,60,2.8,2.9,532,10,12.5,18.6,58,2.0,7.4,446,4,15.1,25.4,49,0.7,4.3,629,10,11.1,19.9,45,2.1,3.4,425,10,13.5,20.8,52,0.7,5.1,484,11,12.3,24.0,56,1.5,6.9,509,9,12.7,25.7,54,2.7,6.7,473,6,12.1,22.0,45,2.7,5.7,524
Lentil,JL 3,Shallow Black (Vertisol),Madhya Pradesh,Chhatarpur,Shajapur,Rabi,119,3,11.4,23.2,44,0.7,7.1,455,9,14.9,22.2,41,1.2,7.2,479,15,14.5,23.7,42,2.0,7.3,573,18,10.0,18.8,50,2.0,5.2,598,9,12.4,21.4,51,1.5,6.5,617,8,11.7,22.3,47,0.0,6.8,560,17,12.4,22.4,52,0.3,2.5,437,13,14.0,22.1,58,0.5,7.6,540,14,11.6,23.6,52,1.9,4.0,472,9,10.8,20.0,51,1.8,5.8,414,4,15.3,20.7,58,1.4,7.7,637
Wheat,HD 2967,Deep Black (Vertisol),Madhya Pradesh,Guna,Ashta,Rabi,125,6,13.0,25.4,48,0.0,5.5,495,13,15.3,21.2,55,0.1,4.8,569,30,12.5,18.5,55,0.7,5.0,584,22,10.1,18.0,52,2.0,3.4,453,10,10.7,21.2,62,0.0,6.0,623,7,15.3,18.6,55,0.5,3.6,536,1,21.8,26.3,62,0.7,3.5,620,12,20.7,27.4,52,1.9,5.7,618,11,18.3,25.6,64,1.3,5.3,576,8,12.1,24.5,50,2.1,3.9,483,5,17.6,21.3,50,0.7,3.4,403
Lentil,IPL 316,Clay loam,Madhya Pradesh,Rewa,Narsinghpur,Rabi,118,6,9.4,20.8,47,2.3,3.9,525,12,15.8,18.8,53,1.8,3.9,497,11,15.5,25.8,42,0.8,3.5,436,17,14.4,25.3,45,0.2,4.5,435,8,11.8,25.7,53,1.2,5.5,616,4,12.3,20.8,58,0.8,7.7,531,13,8.4,22.0,43,2.1,5.6,430,13,10.6,23.7,57,2.3,6.7,539,15,14.9,25.0,44,1.6,5.5,516,10,8.1,19.2,52,0.3,7.4,620,9,14.0,21.0,43,2.5,5.1,587
Wheat,GW 322,Shallow Black (Vertisol),Madhya Pradesh,Sidhi,Anuppur,Rabi,141,9,14.3,22.3,49,1.5,2.8,419,9,15.5,23.8,65,1.8,2.4,516,26,11.9,20.5,45,1.0,3.8,625,23,12.4,19.4,59,0.4,2.0,570,9,9.1,16.1,54,1.5,4.1,620,8,15.7,18.8,55,1.4,5.1,461,8,21.9,26.6,64,2.2,7.2,555,14,21.5,29.4,61,1.8,2.1,493,16,18.0,25.3,62,2.5,3.1,407,12,15.9,20.0,53,2.4,7.2,568,7,14.1,23.3,62,1.9,4.2,514
